 ,35
2770,1318
2771,1320
2772,1349
2773,1328
2774,1270
2775,1310
2776,1277
2777,1269
2778,1242
2779,1323
2780,1230
2781,1261
2782,1280
2783,1221
2784,1269
2785,1259
2786,1248
2787,1234
2788,1184
2789,1219
2790,1220
2791,1259
2792,1308
2793,1259
2794,1165
2795,1225
2796,1174
2797,1198
2798,1193
2799,1175
2800,1174
2801,1144
2802,1228
2803,1237
2804,1283
2805,1380
2806,1333
2807,1281
2808,1229
2809,1279
2810,1206
2811,1199
2812,1243
2813,1183
2814,1137
2815,1138
2816,1113
2817,1169
2818,1184
2819,1236
2820,1154
2821,1104
2822,1172
2823,1177
2824,1178
2825,1165
2826,1177
2827,1237
2828,1090
2829,1167
2830,1147
2831,1152
2832,1169
2833,1141
2834,1123
2835,1138
2836,1117
2837,1103
2838,1179
2839,1193
